snapped_at,price,market_cap,total_volume
2020-08-10 00:00:00 UTC,206.47280739037348,0.0,5982038.48183437
2020-08-11 00:00:00 UTC,206.47280739037348,0.0,5982038.48183437
2020-08-12 00:00:00 UTC,206.03874051748474,0.0,2443326.4760975926
2020-08-13 00:00:00 UTC,191.42122103716943,0.0,2672866.7801360376
2020-08-14 00:00:00 UTC,163.63334350872884,0.0,989085.2313997603
2020-08-15 00:00:00 UTC,172.009416646731,0.0,722950.881231208
2020-08-16 00:00:00 UTC,198.21609097523913,0.0,899078.3868455997
2020-08-17 00:00:00 UTC,195.62782207341903,0.0,633456.5336309775
2020-08-18 00:00:00 UTC,185.3216352038332,0.0,777167.1594730072
2020-08-19 00:00:00 UTC,148.32869803325687,0.0,1123807.085706755
2020-08-20 00:00:00 UTC,141.34072251023517,0.0,549718.4679852779
2020-08-21 00:00:00 UTC,176.42766325248206,0.0,786519.9461168812
2020-08-22 00:00:00 UTC,135.58266425684468,0.0,512918.49642124196
2020-08-23 00:00:00 UTC,138.49069707420182,0.0,427762.2544421158
2020-08-24 00:00:00 UTC,141.62029040119745,0.0,326518.44186731486
2020-08-25 00:00:00 UTC,133.6263629440235,0.0,333759.4947802483
2020-08-26 00:00:00 UTC,140.40186608122335,0.0,605437.9717678722
2020-08-27 00:00:00 UTC,133.3968453906268,0.0,544571.8603720166
2020-08-28 00:00:00 UTC,141.23191090996679,0.0,464130.7304091426
2020-08-29 00:00:00 UTC,144.08920375648515,0.0,553503.727813187
2020-08-30 00:00:00 UTC,186.1443486974219,0.0,1033600.9189750856
2020-08-31 00:00:00 UTC,220.47458305137425,0.0,976875.4778018425
2020-09-01 00:00:00 UTC,211.78542760206886,0.0,570862.3479401899
2020-09-02 00:00:00 UTC,218.31537088989526,0.0,535934.5275559966
2020-09-03 00:00:00 UTC,270.11298980324364,0.0,1502245.8331292972
2020-09-04 00:00:00 UTC,263.9779747462432,0.0,825352.213618764
2020-09-05 00:00:00 UTC,208.96525687269096,0.0,935764.7504293857
2020-09-06 00:00:00 UTC,212.92433443236936,0.0,1177369.692285579
2020-09-07 00:00:00 UTC,222.43336389701486,0.0,406948.44406882836
2020-09-08 00:00:00 UTC,242.07845559780816,0.0,999178.1418632044
2020-09-09 00:00:00 UTC,205.1204958658787,0.0,752090.581880731
2020-09-10 00:00:00 UTC,238.67471836192598,0.0,525240.5347321676
2020-09-11 00:00:00 UTC,238.7031454254408,0.0,486883.6412196687
2020-09-12 00:00:00 UTC,229.99645852598783,0.0,412555.85658078134
2020-09-13 00:00:00 UTC,246.50462554563714,0.0,425344.06045517564
2020-09-14 00:00:00 UTC,245.61162830341235,0.0,494370.08205916313
2020-09-15 00:00:00 UTC,246.90787143639514,0.0,548195.698623316
2020-09-16 00:00:00 UTC,292.22187324635195,0.0,1021318.3762474963
2020-09-17 00:00:00 UTC,254.57459409416128,0.0,774573.7774387031
2020-09-18 00:00:00 UTC,235.5744527770901,0.0,465018.2627296311
2020-09-19 00:00:00 UTC,226.47068763760177,0.0,640139.6374041059
2020-09-20 00:00:00 UTC,244.21583469518546,0.0,411965.6023481744
2020-09-21 00:00:00 UTC,230.23961173533272,0.0,457032.48752554425
2020-09-22 00:00:00 UTC,192.3978611157299,0.0,658719.642100604
2020-09-23 00:00:00 UTC,186.14341823165097,5247195.924112773,742155.7783829466
2020-09-24 00:00:00 UTC,165.15263763694875,4626161.261985365,425557.83869217255
2020-09-25 00:00:00 UTC,178.9701023364621,5046291.488918297,280408.5319533704
2020-09-26 00:00:00 UTC,180.29286457416748,5071136.706360104,254334.99375031295
2020-09-27 00:00:00 UTC,177.78849390542808,5009343.221998513,253923.19003593628
2020-09-28 00:00:00 UTC,178.94543694383847,4971735.361018166,252630.17686742867
2020-09-29 00:00:00 UTC,263.3302954986929,7231408.227614453,745825.702924987
2020-09-30 00:00:00 UTC,78.16173801854737,2256137.711866116,809525.9208198679
2020-10-01 00:00:00 UTC,73.9591772930285,2342335.510811748,1017827.2516392163
2020-10-02 00:00:00 UTC,52.89405636612925,7139092.465560148,531642.4013665209
2020-10-03 00:00:00 UTC,42.067150546390145,10325184.471523391,436772.6910887991
2020-10-04 00:00:00 UTC,23.177557557461643,10016325.580714418,335486.45454682485
2020-10-05 00:00:00 UTC,36.46632005009994,16284095.480784383,705849.9941677153
2020-10-06 00:00:00 UTC,27.8171547448498,12992472.51284684,237383.6473305054
2020-10-07 00:00:00 UTC,37.79076903931399,17153309.411042947,805892.8330979444
2020-10-08 00:00:00 UTC,53.33747060345151,25769015.90520153,1631058.7499163754
2020-10-09 00:00:00 UTC,59.96378940828361,28911975.34084365,1221583.4033163057
2020-10-10 00:00:00 UTC,45.44947744580767,21721237.297706563,746648.6837977541
2020-10-11 00:00:00 UTC,37.469110699707805,17846470.4127464,437325.1749750375
2020-10-12 00:00:00 UTC,40.14984986870695,18883018.20335151,324364.8091815406
2020-10-13 00:00:00 UTC,41.37896747389417,19512702.350837965,446825.8684022077
2020-10-14 00:00:00 UTC,40.77462387430575,19639509.676842883,354572.4108944997
2020-10-15 00:00:00 UTC,40.84582695095119,19481467.666939482,370601.35138485656
2020-10-16 00:00:00 UTC,39.51420950957846,18645580.383608263,267600.9992429567
2020-10-17 00:00:00 UTC,44.28979702157164,21227708.058451913,416727.27285073255
2020-10-18 00:00:00 UTC,45.95896906303166,22562666.342703633,224823.0229355685
2020-10-19 00:00:00 UTC,48.101148693235224,23393821.124674544,163502.92343556936
2020-10-20 00:00:00 UTC,45.43000434133766,22662100.04356392,63444.22898584868
2020-10-21 00:00:00 UTC,43.0066227111367,21117693.699994445,144795.43199593993
2020-10-22 00:00:00 UTC,36.40128773897053,17931236.226302084,423017.11137934687
2020-10-23 00:00:00 UTC,42.53773466575311,20974882.99143708,246486.79961090576
2020-10-24 00:00:00 UTC,28.802605445698358,15170562.931950076,330369.6099203397
2020-10-25 00:00:00 UTC,31.33450441473933,16495360.234870449,186319.8887568751
2020-10-26 00:00:00 UTC,27.35782839166109,14406060.64047846,93690.26845694156
2020-10-27 00:00:00 UTC,26.007810206421155,3292577.7042719014,216449.17098388766
2020-10-28 00:00:00 UTC,25.265160382872125,3287108.8559889426,503586.2094512048
